Date,Cena ob začetku trgovalnega dne,Najvišja cena,Najnižja cena,Cena ob koncu trgovalnega dne,Obseg trgovanja
2023-10-03,172.2600,173.6300,170.8200,172.4000,49594600
2023-10-04,171.0900,174.2100,170.9700,173.6600,53020300
2023-10-05,173.7900,175.4500,172.6800,174.9100,48527900
2023-10-06,173.8000,177.9900,173.1800,177.4900,57224100
2023-10-09,176.8100,179.0500,175.8000,178.9900,42390800
2023-10-10,178.1000,179.7200,177.9500,178.3900,43698000
2023-10-11,178.2000,179.8500,177.6000,179.8000,47551100
2023-10-12,180.0700,182.3400,179.0400,180.7100,56743100
2023-10-13,181.4200,181.9300,178.1400,178.8500,51427100
2023-10-16,176.7500,179.0800,176.5100,178.7200,52517000
2023-10-17,176.6500,178.4200,174.8000,177.1500,57549400
2023-10-18,175.5800,177.5800,175.1100,175.8400,54764400
2023-10-19,176.0400,177.8400,175.1900,175.4600,59302900
2023-10-20,175.3100,175.4200,172.6400,172.8800,64189300
2023-10-23,170.9100,174.0100,169.9300,173.0000,55980100
2023-10-24,173.0500,173.6700,171.4500,173.4400,43816600
2023-10-25,171.8800,173.0600,170.6500,171.1000,57157000
2023-10-26,170.3700,171.3800,165.6700,166.8900,70625300
2023-10-27,166.9100,168.9600,166.8300,168.2200,58499100
2023-10-30,169.0200,171.1700,168.8700,170.2900,51131000
2023-10-31,169.3500,170.9000,167.9000,170.7700,44846000
2023-11-01,171.0000,174.2300,170.1200,173.9700,56934900
2023-11-02,175.5200,177.7800,175.4600,177.5700,77334800
2023-11-03,174.2400,176.8200,173.3500,176.6500,79763700
2023-11-06,176.3800,179.4300,176.2100,179.2300,63841300
2023-11-07,179.1800,182.4400,178.9700,181.8200,70530000
2023-11-08,182.3500,183.4500,181.5900,182.8900,49340300
2023-11-09,182.9600,184.1200,181.8100,182.4100,53763500
2023-11-10,183.9700,186.5700,183.5300,186.4000,66133400
2023-11-13,185.8200,186.0300,184.2100,184.8000,43627500
2023-11-14,187.7000,188.1100,186.3000,187.4400,60108400
2023-11-15,187.8500,189.5000,187.7800,188.0100,53790500
2023-11-16,189.5700,190.9600,188.6500,189.7100,54412900
2023-11-17,190.2500,190.3800,188.5700,189.6900,50922700
2023-11-20,189.8900,191.9100,189.8800,191.4500,46505100
2023-11-21,191.4100,191.5200,189.7400,190.6400,38134500
2023-11-22,191.4900,192.9300,190.8300,191.3100,39617700
2023-11-24,190.8700,190.9000,189.2500,189.9700,24048300
2023-11-27,189.9200,190.6700,188.9000,189.7900,40552600
2023-11-28,189.7800,191.0800,189.4000,190.4000,38415400
2023-11-29,190.9000,192.0900,188.9700,189.3700,43014200
2023-11-30,189.8400,190.3200,188.1900,189.9500,48794400
2023-12-01,190.3300,191.5600,189.2300,191.2400,45679300
2023-12-04,189.9800,190.0500,187.4500,189.4300,43389500
2023-12-05,190.2100,194.4000,190.1800,193.4200,66628400
2023-12-06,194.4500,194.7600,192.1100,192.3200,41089700
2023-12-07,193.6300,195.0000,193.5900,194.2700,47477700
2023-12-08,194.2000,195.9900,193.6700,195.7100,53377300
2023-12-11,193.1100,193.4900,191.4200,193.1800,60943700
2023-12-12,193.0800,194.7200,191.7200,194.7100,52696900
2023-12-13,195.0900,198.0000,194.8500,197.9600,70404200
2023-12-14,198.0200,199.6200,196.1600,198.1100,66831600
2023-12-15,197.5300,198.4000,197.0000,197.5700,128256700
2023-12-18,196.0900,196.6300,194.3900,195.8900,55751900
2023-12-19,196.1600,196.9500,195.8900,196.9400,40714100
2023-12-20,196.9000,197.6800,194.8300,194.8300,52242800
2023-12-21,196.1000,197.0800,193.5000,194.6800,46482500
2023-12-22,195.1800,195.4100,192.9700,193.6000,37122800
2023-12-26,193.6100,193.8900,192.8300,193.0500,28919300
2023-12-27,192.4900,193.5000,191.0900,193.1500,48087700
2023-12-28,194.1400,194.6600,193.1700,193.5800,34049900
2023-12-29,193.9000,194.4000,191.7300,192.5300,42628800
2024-01-02,187.1500,188.4400,183.8900,185.6400,82488700
2024-01-03,184.2200,185.8800,183.4300,184.2500,58414500
2024-01-04,182.1500,183.0900,180.8800,181.9100,71983600
2024-01-05,181.9900,182.7600,180.1700,181.1800,62303300
2024-01-08,182.0900,185.6000,181.5000,185.5600,59144500
2024-01-09,183.9200,185.1500,182.7300,185.1400,42841800
2024-01-10,184.3500,186.4000,183.9200,186.1900,46792900
2024-01-11,186.5400,187.0500,183.6200,185.5900,49128400
2024-01-12,186.0600,186.7400,185.1900,185.9200,40444700
2024-01-16,182.1600,184.2600,180.9300,183.6300,65603000
2024-01-17,181.2700,182.9300,180.3000,182.6800,47317400
2024-01-18,186.0900,189.1400,185.8300,188.6300,78005800
2024-01-19,189.3300,191.9500,188.8200,191.5600,68741000
2024-01-22,192.3000,195.3300,192.2600,193.8900,60133900
2024-01-23,195.0200,195.7500,193.8300,195.1800,42355600
2024-01-24,195.4200,196.3800,194.3400,194.5000,53631300
2024-01-25,195.2200,196.2700,193.1100,194.1700,54822100
2024-01-26,194.2700,194.7600,191.9400,192.4200,44594000
2024-01-29,192.0100,192.2000,189.5800,191.7300,47145600
2024-01-30,190.9400,191.8000,187.4700,188.0400,55859400
2024-01-31,187.0400,187.1000,184.3500,184.4000,55467800
2024-02-01,183.9900,186.9500,183.8200,186.8600,64885400
2024-02-02,179.8600,187.3300,179.2500,185.8500,102518000
2024-02-05,188.1500,189.2500,185.8400,187.6800,69668800
2024-02-06,186.8600,189.3100,186.7700,189.3000,43490800
2024-02-07,190.6400,191.0500,188.6100,189.4100,53439000
2024-02-08,189.3900,189.5400,187.3500,188.3200,40962000
2024-02-09,188.6500,189.9900,188.0000,188.8500,45155200
2024-02-12,188.4200,188.6700,186.7900,187.1500,41781900
2024-02-13,185.7700,186.2100,183.5100,185.0400,56529500
2024-02-14,185.3200,185.5300,182.4400,184.1500,54630500
2024-02-15,183.5500,184.4900,181.3500,183.8600,65434500
2024-02-16,183.4200,184.8500,181.6700,182.3100,49701400
2024-02-20,181.7900,182.4300,180.0000,181.5600,53665600
2024-02-21,181.9400,182.8900,180.6600,182.3200,41529700
2024-02-22,183.4800,184.9600,182.4600,184.3700,52292200
2024-02-23,185.0100,185.0400,182.2300,182.5200,45119700
2024-02-26,182.2400,182.7600,180.6500,181.1600,40867400
2024-02-27,181.1000,183.9200,179.5600,182.6300,54318900
2024-02-28,182.5100,183.1200,180.1300,181.4200,48953900
2024-02-29,181.2700,182.5700,179.5300,180.7500,136682600
2024-03-01,179.5500,180.5300,177.3800,179.6600,73488000
2024-03-04,176.1500,176.9000,173.7900,175.1000,81510100
2024-03-05,170.7600,172.0400,169.6200,170.1200,95132400
2024-03-06,171.0600,171.2400,168.6800,169.1200,68587700
2024-03-07,169.1500,170.7300,168.4900,169.0000,71765100
2024-03-08,169.0000,173.7000,168.9400,170.7300,76114600
2024-03-11,172.9400,174.3800,172.0500,172.7500,60139500
2024-03-12,173.1500,174.0300,171.0100,173.2300,59825400
2024-03-13,172.7700,173.1900,170.7600,171.1300,52488700
2024-03-14,172.9100,174.3100,172.0500,173.0000,72913500
2024-03-15,171.1700,172.6200,170.2900,172.6200,121664700
2024-03-18,175.5700,177.7100,173.5200,173.7200,75604200
2024-03-19,174.3400,176.6100,173.0300,176.0800,55215200
2024-03-20,175.7200,178.6700,175.0900,178.6700,53423100
2024-03-21,177.0500,177.4900,170.8400,171.3700,106181300
2024-03-22,171.7600,173.0500,170.0600,172.2800,71106600
2024-03-25,170.5700,171.9400,169.4500,170.8500,54288300
2024-03-26,170.0000,171.4200,169.5800,169.7100,57388400
2024-03-27,170.4100,173.6000,170.1100,173.3100,60273300
2024-03-28,171.7500,172.2300,170.5100,171.4800,65672700
2024-04-01,171.1900,171.2500,169.4800,170.0300,46240500
2024-04-02,169.0800,169.3400,168.2300,168.8400,49329500
2024-04-03,168.7900,170.6800,168.5800,169.6500,47691700
2024-04-04,170.2900,171.9200,168.8200,168.8200,53704400
2024-04-05,169.5900,170.3900,168.9500,169.5800,42055200
2024-04-08,169.0300,169.2000,168.2400,168.4500,37425500
2024-04-09,168.7000,170.0800,168.3500,169.6700,42451200
2024-04-10,168.8000,169.0900,167.1100,167.7800,49709300
2024-04-11,168.3400,175.4600,168.1600,175.0400,91070300
2024-04-12,174.2600,178.3600,174.2100,176.5500,101593300
2024-04-15,175.3600,176.6300,172.5000,172.6900,73531800
2024-04-16,171.7500,173.7600,168.2700,169.3800,73711200
2024-04-17,169.6100,170.6500,168.0000,168.0000,50901200
2024-04-18,168.0300,168.6400,166.5500,167.0400,43122900
2024-04-19,166.2100,166.4000,164.0800,165.0000,67772100
2024-04-22,165.5200,167.2600,164.7700,165.8400,48116400
2024-04-23,165.3500,167.0500,164.9200,166.9000,49537800
2024-04-24,166.5400,169.3000,166.2100,169.0200,48251800
2024-04-25,169.5300,170.6100,168.1500,169.8900,50558300
2024-04-26,169.8800,171.3400,169.1800,169.3000,44838400
2024-04-29,173.3700,176.0300,173.1000,173.5000,68169400
2024-04-30,173.3300,174.9900,170.0000,170.3300,65934800
2024-05-01,169.5800,172.7100,169.1100,169.3000,50383100
2024-05-02,172.5100,173.4200,170.8900,173.0300,94214900
2024-05-03,186.6500,187.0000,182.6600,183.3800,163224100
2024-05-06,182.3500,184.2000,180.4200,181.7100,78569700
2024-05-07,183.4500,184.9000,181.3200,182.4000,77305800
2024-05-08,182.8500,183.0700,181.4500,182.7400,45057100
2024-05-09,182.5600,184.6600,182.1100,184.5700,48983000
2024-05-10,184.9000,185.0900,182.1300,183.0500,50759500
2024-05-13,185.4400,187.1000,184.6200,186.2800,72044800
2024-05-14,187.5100,188.3000,186.2900,187.4300,52393600
2024-05-15,187.9100,190.6500,187.3700,189.7200,70400000
2024-05-16,190.4700,191.1000,189.6600,189.8400,52845200
2024-05-17,189.5100,190.8100,189.1800,189.8700,41282900
2024-05-20,189.3300,191.9200,189.0100,191.0400,44361300
2024-05-21,191.0900,192.7300,190.9200,192.3500,42309400
2024-05-22,192.2700,192.8200,190.2700,190.9000,34648500
2024-05-23,190.9800,191.0000,186.6300,186.8800,51005900
2024-05-24,188.8200,190.5800,188.0400,189.9800,36294600
2024-05-28,191.5100,193.0000,189.1000,189.9900,52280100
2024-05-29,189.6100,192.2500,189.5100,190.2900,53068000
2024-05-30,190.7600,192.1800,190.6300,191.2900,49947900
2024-05-31,191.4400,192.5700,189.9100,192.2500,75158300
2024-06-03,192.9000,194.9900,192.5200,194.0300,50080500
2024-06-04,194.6400,195.3200,193.0300,194.3500,47471400
2024-06-05,195.4000,196.9000,194.8700,195.8700,54156800
2024-06-06,195.6900,196.5000,194.1700,194.4800,41181800
2024-06-07,194.6500,196.9400,194.1400,196.8900,53103900
2024-06-10,196.9000,197.3000,192.1500,193.1200,97262100
2024-06-11,193.6500,207.1600,193.6300,207.1500,172373300
2024-06-12,207.3700,220.2000,206.9000,213.0700,198134300
2024-06-13,214.7400,216.7500,211.6000,214.2400,97862700
2024-06-14,213.8500,215.1700,211.3000,212.4900,70122700
2024-06-17,213.3700,218.9500,212.7200,216.6700,93728300
2024-06-18,217.5900,218.6300,213.0000,214.2900,79943300
2024-06-20,213.9300,214.2400,208.8500,209.6800,86172500
2024-06-21,210.3900,211.8900,207.1100,207.4900,246421400
2024-06-24,207.7200,212.7000,206.5900,208.1400,80727000
2024-06-25,209.1500,211.3800,208.6100,209.0700,56713900
2024-06-26,211.5000,214.8600,210.6400,213.2500,66213200
2024-06-27,214.6900,215.7400,212.3500,214.1000,49772700
2024-06-28,215.7700,216.0700,210.3000,210.6200,82542700
2024-07-01,212.0900,217.5100,211.9200,216.7500,60402900
2024-07-02,216.1500,220.3800,215.1000,220.2700,58046200
2024-07-03,220.0000,221.5500,219.0300,221.5500,37369800
2024-07-05,221.6500,226.4500,221.6500,226.3400,60412400
2024-07-08,227.0900,227.8500,223.2500,227.8200,59085900
2024-07-09,227.9300,229.4000,226.3700,228.6800,48076100
2024-07-10,229.3000,233.0800,229.2500,232.9800,62627700
2024-07-11,231.3900,232.3900,225.7700,227.5700,64710600
2024-07-12,228.9200,232.6400,228.6800,230.5400,53046500
2024-07-15,236.4800,237.2300,233.0900,234.4000,62631300
2024-07-16,235.0000,236.2700,232.3300,234.8200,43234300
2024-07-17,229.4500,231.4600,226.6400,228.8800,57345900
2024-07-18,230.2800,230.4400,222.2700,224.1800,66034600
2024-07-19,224.8200,226.8000,223.2800,224.3100,49151500
2024-07-22,227.0100,227.7800,223.0900,223.9600,48201800
2024-07-23,224.3700,226.9400,222.6800,225.0100,39960300
2024-07-24,224.0000,224.8000,217.1300,218.5400,61777600
2024-07-25,218.9300,220.8500,214.6200,217.4900,51391200
2024-07-26,218.7000,219.4900,216.0100,217.9600,41601300
2024-07-29,216.9600,219.3000,215.7500,218.2400,36311800
2024-07-30,219.1900,220.3300,216.1200,218.8000,41643800
2024-07-31,221.4400,223.8200,220.6300,222.0800,50036300
2024-08-01,224.3700,224.4800,217.0200,218.3600,62501000
2024-08-02,219.1500,225.6000,217.7100,219.8600,105568600
2024-08-05,199.0900,213.5000,196.0000,209.2700,119548600
2024-08-06,205.3000,209.9900,201.0700,207.2300,69660500
